Entry Date,Resource,Name,Project,Status,Organization,Location,Billable,Temp,Client,Hours,Type
11/28/23 0:00,Role,Perri Stritton (G573514),User-centric bi-directional utilisation (P003592-942),Unapproved,Launch Consulting,USA,No,No,"Connelly, Mills and Hauck",1,Actual
1/20/24 0:00,Role,Heddie Crosdill (S383170),User-centric bi-directional utilisation (P003592-942),Approved,Launch Consulting,USA,Yes,No,"Connelly, Mills and Hauck",2.7,Actual
1/12/24 0:00,Role,Alon Keune (C214539),User-centric bi-directional utilisation (P003592-942),Approved,Launch Consulting,USA,Yes,No,"Connelly, Mills and Hauck",4.3,Projected
1/2/24 0:00,Role,Billy Goodread (S891055),User-centric bi-directional utilisation (P003592-942),Unapproved,Launch Consulting,USA,Yes,No,"Connelly, Mills and Hauck",4.1,Projected
12/5/23 0:00,Role,Cora Swetmore (Z636585),User-centric bi-directional utilisation (P003592-942),Approved,Launch Consulting,USA,No,Yes,"Connelly, Mills and Hauck",3.4,Projected
1/8/24 0:00,Role,Marlane Riddoch (T329819),User-centric bi-directional utilisation (P003592-942),Unapproved,Launch Consulting,USA,Yes,No,"Connelly, Mills and Hauck",2.3,Actual
1/9/24 0:00,Role,Zsa zsa Zohrer (G883705),User-centric bi-directional utilisation (P003592-942),Approved,Launch Consulting,USA,Yes,No,"Connelly, Mills and Hauck",3.4,Projected
12/7/23 0:00,Role,Yance Hartus (N396882),User-centric bi-directional utilisation (P003592-942),Unapproved,Launch Consulting,USA,Yes,Yes,"Connelly, Mills and Hauck",7.6,Projected
12/19/23 0:00,Role,Adamo Lindwasser (Q144400),User-centric bi-directional utilisation (P003592-942),Unapproved,Launch Consulting,USA,Yes,Yes,"Connelly, Mills and Hauck",7.1,Projected
11/30/23 0:00,Role,Lorine Joseland (U483106),Extended motivating hardware (P004749-000),Unapproved,Launch Consulting,USA,No,No,Powlowski-Huel,4.2,Actual
1/14/24 0:00,Role,Breena Larcher (W710266),Secured executive moderator (P006492-444),Approved,Launch Consulting,USA,Yes,No,"Stehr, Herzog and Thompson",7.2,Projected
12/12/23 0:00,Role,Almeria Reedy (O592153),Automated neutral data-warehouse (P007688-748),Approved,Launch Consulting,USA,No,Yes,Ryan LLC,5.8,Actual
12/19/23 0:00,Role,Ceciley Leneham (K892453),Virtual 6th generation hierarchy (P008767-523),Unapproved,Launch Consulting,USA,No,Yes,Smith-Cassin,4.5,Projected
12/3/23 0:00,Role,Stesha Lally (K536576),Re-engineered full-range help-desk (P005925-081),Approved,Launch Consulting,USA,Yes,No,Conn LLC,2.9,Projected
1/7/24 0:00,Role,Oralia Scandrett (J651645),Function-based bifurcated knowledge user (P000262-311),Approved,Launch Consulting,USA,Yes,No,Beier and Sons,2.2,Projected
12/11/23 0:00,Role,Tiphani Blackall (J854089),Persistent maximized emulation (P003383-407),Approved,Launch Consulting,USA,No,No,"Swaniawski, Hyatt and Grant",5.9,Projected
11/30/23 0:00,Role,Jaye Hardwin (T102732),Innovative leading edge open system (P008995-056),Approved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",4.3,Projected
12/5/23 0:00,Role,Edwina Rodge (R898614),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",6.3,Actual
12/21/23 0:00,Role,Erica Nyssens (X085795),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",2.7,Actual
11/29/23 0:00,Role,Ernie Hyndes (S574707),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",7.4,Actual
12/30/23 0:00,Role,Audrey Alejandre (U136968),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",2.5,Projected
12/20/23 0:00,Role,Ferrell Witter (S840900),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",4.9,Projected
12/23/23 0:00,Role,Maryl Cardenoso (Z378812),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",6.5,Projected
11/27/23 0:00,Role,Gloriana Kupker (G753491),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",7.5,Projected
12/1/23 0:00,Role,Francyne Leyson (P838412),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",6.9,Projected
12/16/23 0:00,Role,Nanni Dymott (N846085),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",1.5,Projected
1/29/24 0:00,Role,Ray Seide (U620339),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",3.3,Actual
12/22/23 0:00,Role,Saidee Greenley (J053386),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",7.5,Actual
1/22/24 0:00,Role,Martie Sowrey (R443041),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",7.5,Projected
1/2/24 0:00,Role,Sander Petheridge (Y609264),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",6,Projected
12/29/23 0:00,Role,Caresse Dalmon (Y320174),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",4.3,Projected
11/28/23 0:00,Role,Miller Yeo (I875556),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",4.5,Actual
1/3/24 0:00,Role,Pinchas Follitt (X350944),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",3.6,Projected
11/29/23 0:00,Role,Ardith Sommerville (K795241),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",6,Projected
11/28/23 0:00,Role,Gracie Emmer (E911017),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",5.3,Actual
1/7/24 0:00,Role,Lemuel Aldous (Z462992),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",6.2,Projected
12/4/23 0:00,Role,Geneva Dillingston (X115763),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",6.6,Projected
12/8/23 0:00,Role,Jojo Bartrum (A812552),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",6.2,Projected
1/10/24 0:00,Role,Joe Wheal (D093132),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",7.6,Actual
12/28/23 0:00,Role,Marieann Whyley (I781457),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",5.1,Actual
12/25/23 0:00,Role,Benedikta Heintz (A883862),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",3.6,Projected
1/23/24 0:00,Role,Belle Dwine (R100569),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",4,Projected
1/4/24 0:00,Role,Filberte MacDonald (L534250),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",2.9,Projected
11/30/23 0:00,Role,Evy Danilewicz (U303741),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",4.2,Projected
12/20/23 0:00,Role,Corny Ipsly (F059275),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",5,Actual
1/2/24 0:00,Role,Ursala Hooban (E309240),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",6.9,Projected
12/8/23 0:00,Role,Elwira Winman (B785064),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",6,Actual
1/18/24 0:00,Role,Kali Phillps (K210568),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",1.9,Projected
1/26/24 0:00,Role,Josefina Fresson (K782603),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",5.5,Projected
1/11/24 0:00,Role,Ethan Woolvin (V246968),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",3.4,Projected
12/27/23 0:00,Role,Emelen Morse (C222063),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",5.3,Projected
12/13/23 0:00,Role,Eadie Colley (R569664),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",1.2,Projected
1/14/24 0:00,Role,Ashton Escoffier (S135901),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",6.7,Actual
12/25/23 0:00,Role,Rickey Kliemchen (R339811),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",3.9,Projected
1/27/24 0:00,Role,Kaye Wisniewski (F364719),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",6.6,Projected
12/15/23 0:00,Role,Kellby Hugh (T823463),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",7.2,Projected
12/16/23 0:00,Role,Roselin Minchin (E308935),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",1.4,Projected
1/3/24 0:00,Role,Chris Parminter (D802807),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",2.8,Projected
1/22/24 0:00,Role,Arlie Sire (D125829),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",5.2,Projected
1/4/24 0:00,Role,Tani Grasser (W832932),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",7.8,Actual
12/5/23 0:00,Role,Clare Camings (Q460594),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",4.9,Actual
1/6/24 0:00,Role,Kristel Cobb (Z341460),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",6.7,Actual
1/19/24 0:00,Role,Melesa Arndtsen (K096623),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",4.9,Projected
1/12/24 0:00,Role,Cybill Pitsall (Q648351),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",4.2,Actual
1/7/24 0:00,Role,Udale Jarred (Q355931),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",2,Projected
1/19/24 0:00,Role,Clemente Lauxmann (T015292),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",4.7,Actual
12/16/23 0:00,Role,Coralie Cresar (G263238),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",6.5,Projected
12/30/23 0:00,Role,Tarra Maryska (U559212),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",5.2,Projected
12/24/23 0:00,Role,Bertie Harlett (U968337),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",2,Actual
1/21/24 0:00,Role,Thaddeus Marmyon (I889216),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",2.8,Projected
12/16/23 0:00,Role,Ranique Stubbings (F710151),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",4.9,Actual
1/1/24 0:00,Role,Ivory Jorck (U372234),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",1.5,Projected
12/5/23 0:00,Role,Sigismund Alliband (D795865),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",3.8,Actual
12/30/23 0:00,Role,Esme Frangello (L062843),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",3,Projected
12/18/23 0:00,Role,Hobart Annice (V681020),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",1.8,Actual
1/19/24 0:00,Role,Aristotle Lammertz (P252311),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",7,Projected
12/6/23 0:00,Role,Leighton Blouet (R920442),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",5.7,Projected
1/21/24 0:00,Role,Sibeal Lumsdall (L000359),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",2.1,Projected
11/28/23 0:00,Role,Alphard Knapp (R472371),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",3.1,Projected
1/2/24 0:00,Role,Dionis Gilbert (L052343),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",1.6,Projected
12/15/23 0:00,Role,Turner MacCoughan (I715817),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",5.7,Actual
1/17/24 0:00,Role,Kata Kiebes (R423953),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",7.7,Actual
1/2/24 0:00,Role,Isahella Penwright (L399432),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",7.1,Projected
12/14/23 0:00,Role,Stanislas Seatter (T021676),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",1.5,Projected
12/26/23 0:00,Role,Davidson Omrod (E860614),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",4.6,Projected
12/12/23 0:00,Role,Korry Clardge (C555015),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",5.8,Actual
1/9/24 0:00,Role,Gunar Shotbolt (J767874),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",5,Actual
12/21/23 0:00,Role,Mattheus Peasby (T760447),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",4.3,Projected
1/6/24 0:00,Role,Germain Slowgrave (T515096),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",4.9,Projected
1/25/24 0:00,Role,Humberto Hacun (J665148),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",1.7,Projected
12/31/23 0:00,Role,Madge Mullinder (Y439407),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",2.8,Projected
1/16/24 0:00,Role,Elsinore Chattell (R778897),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",4.6,Projected
12/13/23 0:00,Role,Pansy Picknett (J982260),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",4.3,Projected
12/1/23 0:00,Role,Kim Sammon (G553647),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",3.1,Actual
11/27/23 0:00,Role,Daisi Corneille (M563181),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",3.2,Actual
1/24/24 0:00,Role,Tann Flippelli (X028288),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",2,Actual
1/3/24 0:00,Role,Glori Cammock (O780962),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",7.7,Projected
12/29/23 0:00,Role,Darleen Penna (P869523),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",3.7,Actual
1/19/24 0:00,Role,Ange Tresise (G549207),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",1.8,Actual
1/2/24 0:00,Role,Boot Geer (X287616),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",1.6,Actual
1/7/24 0:00,Role,Fredelia Poulton (O279332),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",4.6,Projected
1/23/24 0:00,Role,Koressa Stearley (B067802),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",6.5,Projected
12/21/23 0:00,Role,Joshia Bordman (J575067),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",7.5,Actual
1/30/24 0:00,Role,Codee Fitchen (D385848),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",4.9,Projected
12/13/23 0:00,Role,Sibel Rusted (X892929),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",2.5,Actual
1/30/24 0:00,Role,Virgie Fenne (T084950),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",2.4,Projected
1/30/24 0:00,Role,Malachi Harsant (Y092151),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",1.3,Actual
1/2/24 0:00,Role,Emera Beincken (Z957807),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",4.1,Actual
1/3/24 0:00,Role,Vanni Lowres (R931430),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",6.2,Actual
12/17/23 0:00,Role,Bekki Titmuss (K212306),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",7.8,Actual
12/15/23 0:00,Role,Leontine Klinck (E690147),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",1.7,Actual
1/15/24 0:00,Role,Maria Mathet (N416578),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",5.3,Projected
11/30/23 0:00,Role,Wadsworth Huyghe (Q066819),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",2.8,Projected
12/23/23 0:00,Role,Deena Harwell (I480049),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,Yes,Yes,"Weissnat, Ryan and Dare",6.4,Projected
1/16/24 0:00,Role,Inesita MacKeever (O043751),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,No,"Weissnat, Ryan and Dare",2.4,Projected
1/8/24 0:00,Role,Imogen Ruthen (Z845863),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",4.3,Actual
12/23/23 0:00,Role,Rodolphe Maffulli (S553189),Vision-oriented bifurcated throughput (P008490-589),Approved,Launch Consulting,USA,No,Yes,"Weissnat, Ryan and Dare",1.9,Projected
12/28/23 0:00,Role,Lucky Loker (E966698),Vision-oriented bifurcated throughput (P008490-589),Unapproved,Launch Consulting,USA,Yes,No,"Weissnat, Ryan and Dare",3.3,Actual
1/13/24 0:00,Role,Gerri Mettericke (M256783),Quality-focused regional initiative (P005707-560),Unapproved,Launch Consulting,USA,No,Yes,Mraz and Sons,1.1,Actual
1/17/24 0:00,Role,Sid Gheorghie (U193055),Open-architected composite flexibility (P009197-185),Unapproved,Launch Consulting,USA,No,Yes,Stehr-Weimann,1.1,Actual
12/28/23 0:00,Role,Heywood Hillock (I701845),Future-proofed attitude-oriented ability (P003109-971),Unapproved,Launch Consulting,USA,No,Yes,"McGlynn, Lubowitz and Armstrong",7.3,Actual
1/29/24 0:00,Role,Steffane Bickerdyke (D623016),Upgradable homogeneous firmware (P009178-526),Unapproved,Launch Consulting,USA,No,No,"Collins, Cronin and Kertzmann",3.9,Actual
11/30/23 0:00,Role,Farr Yatman (Q692828),Sharable methodical open architecture (P007042-560),Unapproved,Launch Consulting,USA,No,No,"Kozey, Kub and Schmidt",7.1,Projected
1/21/24 0:00,Role,Marci Fritter (M388768),Ameliorated tangible matrices (P000682-615),Unapproved,Launch Consulting,USA,No,No,Reinger Inc,3.6,Actual
11/30/23 0:00,Role,Georgeanna Riddeough (E491730),Quality-focused global leverage (P002821-826),Unapproved,Launch Consulting,USA,Yes,No,Reinger Inc,7.9,Actual
12/26/23 0:00,Role,Corney MacNish (G660196),Streamlined asynchronous system engine (P003353-981),Approved,Launch Consulting,USA,No,Yes,Reinger Inc,2.7,Actual
1/6/24 0:00,Role,Mata Collie (Z841528),Sharable multimedia pricing structure (P008835-659),Unapproved,Launch Consulting,USA,No,No,Reinger Inc,2.8,Projected
12/6/23 0:00,Role,Jozef Beyer (N418261),Decentralized user-facing leverage (P005066-265),Approved,Launch Consulting,USA,Yes,No,"Morar, Mills and Raynor",5.9,Actual
1/5/24 0:00,Role,Hamlin Gillino (Z147287),Decentralized multi-tasking initiative (P005713-935),Unapproved,Launch Consulting,USA,Yes,No,"Pagac, Koelpin and Brakus",1.1,Actual
12/6/23 0:00,Role,Elvina Janton (U677142),Open-source optimizing encryption (P001280-948),Unapproved,Launch Consulting,USA,Yes,Yes,"MacGyver, Kling and Johnston",6.7,Actual
12/21/23 0:00,Role,Charmain Dansken (G956731),Inverse dedicated open system (P004804-018),Unapproved,Launch Consulting,USA,No,Yes,Bradtke-Swaniawski,5.1,Projected
1/16/24 0:00,Role,Salvador Fredi (E257083),Down-sized contextually-based knowledge user (P008940-181),Approved,Launch Consulting,USA,No,No,Huel LLC,7,Projected
12/6/23 0:00,Role,Natalee Di Ruggiero (N823429),Managed discrete open system (P007107-490),Unapproved,Launch Consulting,USA,No,Yes,Windler-Reichert,6.6,Projected
12/10/23 0:00,Role,Sib Greggs (V220417),Distributed upward-trending utilisation (P008045-788),Unapproved,Launch Consulting,USA,Yes,No,Windler-Feest,1.4,Projected
12/1/23 0:00,Role,Benjamen Halpine (P509575),Cloned responsive capacity (P009350-667),Approved,Launch Consulting,USA,Yes,Yes,Fadel-Kulas,1,Projected
12/11/23 0:00,Role,Shoshana Spurier (B410946),Quality-focused value-added migration (P007903-163),Unapproved,Launch Consulting,USA,Yes,Yes,Fadel-Kulas,2.5,Actual
1/1/24 0:00,Role,Willyt Grombridge (Q187548),Sharable explicit middleware (P000742-535),Unapproved,Launch Consulting,USA,Yes,No,Fadel-Kulas,4.6,Projected
1/16/24 0:00,Role,Zacharie McBride (R338423),Reverse-engineered holistic architecture (P004653-330),Approved,Launch Consulting,USA,No,No,Fadel-Kulas,6.8,Projected
12/22/23 0:00,Role,Locke Center (F358294),Inverse homogeneous hierarchy (P005456-937),Unapproved,Launch Consulting,USA,No,No,Fadel-Kulas,6,Actual
12/26/23 0:00,Role,Nelly Agass (K239659),Operative hybrid access (P009973-209),Unapproved,Launch Consulting,USA,Yes,Yes,Fadel-Kulas,5.7,Actual
1/5/24 0:00,Role,Carlene Rawson (M183950),Persistent optimal framework (P004168-516),Unapproved,Launch Consulting,USA,Yes,Yes,Fadel-Kulas,7.2,Actual
12/17/23 0:00,Role,Gilly Hakeworth (G965450),De-engineered upward-trending software (P003338-734),Approved,Launch Consulting,USA,Yes,Yes,Fadel-Kulas,1.5,Projected
12/29/23 0:00,Role,Elka Adie (P133341),Open-source secondary Graphical User Interface (P009739-215),Approved,Launch Consulting,USA,Yes,No,"Reilly, Carter and Murazik",3.6,Projected
12/9/23 0:00,Role,Lynde Schultheiss (Y733851),Function-based homogeneous intranet (P003366-896),Approved,Launch Consulting,USA,Yes,Yes,Goyette-Medhurst,1.3,Projected
1/9/24 0:00,Role,Leeann Powlett (D755631),Horizontal zero tolerance hierarchy (P004761-656),Approved,Launch Consulting,USA,Yes,No,"Toy, Jaskolski and Streich",2.4,Actual
12/22/23 0:00,Role,Ignazio Eytel (D776150),Public-key asymmetric groupware (P002251-478),Approved,Launch Consulting,USA,Yes,No,Sawayn Inc,7.6,Actual
1/19/24 0:00,Role,Alia McVrone (K202348),Triple-buffered 24/7 algorithm (P000534-272),Unapproved,Launch Consulting,USA,No,Yes,Hyatt-Swaniawski,2.9,Actual
1/14/24 0:00,Role,Roderich Mantione (Y647276),Decentralized intangible implementation (P007039-271),Unapproved,Launch Consulting,USA,No,Yes,Daniel-Aufderhar,5.3,Actual
12/16/23 0:00,Role,Lillian Mitchelson (R578848),Public-key content-based leverage (P002289-984),Approved,Launch Consulting,USA,No,No,Treutel-Johnson,4.9,Actual
12/29/23 0:00,Role,Brade Gilvary (M107681),Organized demand-driven interface (P001546-451),Approved,Launch Consulting,USA,No,Yes,"Jakubowski, Quitzon and Grady",1.5,Projected
1/25/24 0:00,Role,Addy Gasperi (B539406),Secured leading edge leverage (P009333-349),Approved,Launch Consulting,USA,No,Yes,Emmerich-Halvorson,7.2,Projected
